,query,answer,options,sum_supports
10,In which location was the headquarters of the Knesset situated?,kiryat hamemshala,"['aden', 'africa', 'albania', 'asia', 'austria', 'bloomfield', 'budapest', 'central', 'croatia', 'damascus', 'east berlin', 'egypt', 'europe', 'gaza', 'germany', 'global', 'green', 'highland', 'hungary', 'israel', 'jerusalem', 'jordan', 'kiryat hamemshala', 'lebanon', 'metropolis', 'mission', 'palestine', 'poland', 'rehovot', 'salt', 'spain', 'tel aviv', 'ukraine', 'vienna', 'warsaw', 'west berlin']"," Myanmar, officially the Republic of the Union of Myanmar, is a Southeast Asian country bordered by Bangladesh, India, China, Laos, and Thailand. With a population of 51 million and an area of 676,578 square kilometers, it has a capital city of Naypyidaw and the largest city, Yangon. Telangana, a state in southern India, is the twelfth largest state in India and the twelfth most populated, with a population of 35.2 million. It is bordered by Maharashtra, Chhattisgarh, Karnataka, and Andhra Pradesh. The Telugu Desam Party, led by Nara Chandrababu Naidu, is a regional political party in Andhra Pradesh and Telangana. NTR, an Indian actor and politician, served as Chief Minister of Andhra Pradesh for seven years. Mumbai Metropolitan Region (MMR) in Maharashtra, India, is a metropolitan area consisting of nine municipal corporations and fifteen smaller municipal councils, overseen by the Mumbai Metropolitan Region Development Authority (MMRDA). Mumbai, the capital of Maharashtra, is the most populous city in India and the ninth most populous agglomeration in the world. The Indian Ocean, the third largest oceanic division, is named after India and is known as ""Ratnkara"" or ""Hind Mahsgar"". The Bhabha Atomic Research Centre (BARC) in Mumbai is India's premier nuclear research facility. Nepal, a landlocked Himalayan country, is the eighth largest state in India by area and the tenth largest by population. Bhutan, a Himalayan kingdom, is the smallest state in Asia within the Himalayas. The Maldives, a South Asian island country, is the smallest Asian country by both land area and population. Indonesia, a transcontinental country, is the world's largest island country and the fourth most populous. Sri Lanka, an island country near India, is the world's 14th-largest country by land area. Thimphu is the capital of Bhutan"
11,What is the place of birth of Liviu Ciobotariu?,giurgiu,"['bucharest', 'bulgaria', 'giurgiu', 'hungary', 'of', 'romania', 'serbia', 'ukraine']"," Foghorn Leghorn is a character from the ""Looney Tunes"" and ""Merrie Melodies"" series, created by Robert McKimson and Warren Foster. He starred in 28 cartoons from 1946 to 1963, all directed by McKimson. The ""Looney Tunes"" series, produced by Warner Bros. Pictures, introduced many famous characters, including Bugs Bunny, Daffy Duck, Porky Pig, and Foghorn Leghorn. Warner Bros. Cartoons, Inc. was responsible for these cartoons, which became iconic in American culture.

One of the most notable cartoons featuring Foghorn Leghorn is ""Forward March Hare,"" released in 1953. In this cartoon, Bugs Bunny accidentally enlists in the Army and causes chaos during basic training. The title refers to the March Hare, a character from Lewis Carroll's ""Alice's Adventures in Wonderland."" This cartoon was released during the final months of the Korean War.

The ""Looney Tunes"" series, along with its sister series ""Merrie Melodies,"" were known for their comedic short films featuring various characters. These animated series were broadcast on television, shown in movie theaters, released direct-to-video, or on the internet. The series had a wide variety of genres and targeted different audiences, from children to adults.

Bugs Bunny, created by Leon Schlesinger Productions (later Warner Bros. Cartoons), became an American cultural icon and the official mascot of Warner Bros. Entertainment. The studio's creative staff, including directors and animators like Chuck Jones, Friz Freleng, Robert McKimson, Tex Avery, Robert Clampett, and Frank Tashlin, are considered major figures in the art and history of traditional animation.

In summary, Foghorn Leghorn is a beloved character from the ""Looney Tunes"" series, known for his comedic antics and memorable cartoons. The ""Looney Tunes"" series, created by Warner Bros. Pictures, introduced many iconic characters and became a significant part of American animation history. <|end|>"
12,Which composer was a girl named Tamiko?,elmer bernstein,"['elmer bernstein', 'k']"," The double feature, also known as a double bill, was a popular motion picture industry practice where two films were shown for the price of one. This format replaced the earlier one-act or two-act short operas, which were difficult to stage alone. A notable example of this practice is the double-bill of ""Pagliacci"" and ""Cavalleria rusticana"" first staged on 22 December 1893 by the Met.

The supernatural genre includes all that cannot be explained by science or the laws of nature, such as ghosts, gods, or other supernatural beings. This genre has been popularized by authors like Edgar Allan Poe and Bram Stoker, who wrote Gothic novels like ""Dracula.""

Abraham ""Bram"" Stoker, the author of ""Dracula,"" was an Irish author best known for his personal assistant role to actor Henry Irving and his business manager of the Lyceum Theatre in London.

American International Pictures (AIP) was a film production company formed in 1954 by James H. Nicholson and Samuel Z. Arkoff. The company focused on releasing independently produced, low-budget films packaged as double features, primarily targeting teenagers of the 1950s, 1960s, and 1970s. AIP's first release was the 1955 ""The Fast and the Furious.""

Carol Speed, an American actress, singer, and author, is best known for her roles in the 1970s blaxploitation era films, particularly Abby Williams in the 1974 film ""Abby.""

Horror films are a genre that seeks to elicit negative emotional reactions from viewers by playing on their fears. This genre has been inspired by literature from authors like Edgar Allan Poe and Bram Stoker.

Blaxploitation, an ethnic subgenre of exploitation films, emerged in the United States during the early 1970s. These films were initially made for an urban black audience but soon broadened their appeal across racial and ethnic lines.

Los Angeles, the second-most populous city in the United"
13,Which occupation or category does a 'charmed character' belong to?,fictional character,"['actor', 'author', 'baseball player', 'building', 'character', 'city', 'company', 'country', 'county', 'division', 'entity', 'fictional character', 'film', 'hill', 'library', 'merger', 'name', 'narrative', 'object', 'opera', 'person', 'population', 'product', 'radio station', 'school', 'singer', 'star', 'station', 'television network', 'television producer', 'television program', 'television series', 'theater', 'town', 'writer']"," The United Kingdom (UK) is a sovereign country in western Europe, comprising the island of Great Britain, the north-eastern part of the island of Ireland, and many smaller islands. Northern Ireland is the only part of the UK that shares a land border with the Republic of Ireland. The UK is surrounded by the Atlantic Ocean, with the North Sea to its east, the English Channel to its south, and the Celtic Sea to its south-south-west. The country has a coastline of over 12,400 km and an area of 242,495 km².

Wales is a country within the UK, bordered by England to the east, the Irish Sea to the north and west, and the Bristol Channel to the south. It has a population of 3,063,456 and a total area of 20,775 km². Wales is largely mountainous, with its highest peak being Snowdon. The country has a changeable, maritime climate.

England is a country within the UK, sharing land borders with Scotland to the north and Wales to the west. The English Channel separates England from continental Europe. England covers five-eighths of the island of Great Britain and includes over 100 smaller islands. The Isles of Scilly are the southernmost location in England and the UK.

The North Sea is a marginal sea of the Atlantic Ocean, located between Great Britain, Scandinavia, Germany, the Netherlands, Belgium, and France. It connects to the ocean through the English Channel in the south and the Norwegian Sea in the north.

Great Britain is an island in the North Atlantic Ocean, off the northwest coast of continental Europe. It is the largest European island and the ninth-largest in the world. The island has a population of about 61 million people and an area of 209,331 km².

The Irish Sea is a body of water separating the islands of Ireland and Great Britain. It is connected to the Celtic Sea in the south by St George's Channel and to the Inner Seas off the West Coast of Scotland in the north by the North Channel.

Scotland is a country within the UK, covering the northern third of the island of Great"
14,What genre does the film 'Pink Flamingos' belong to?,comedy film,"['action', 'black comedy', 'book', 'comedian', 'comedy', 'comedy film', 'comic', 'crime film', 'culture', 'debate', 'design', 'drama', 'dramatic', 'education', 'fashion', 'feminism', 'gender', 'genre', 'lgbt', 'love', 'play', 'political satire', 'screenplay', 'short film', 'society', 'urban', 'video', 'war', 'will', 'youth']"," Knots are essential for fastening or securing linear materials such as rope, string, or chain. They have been studied for their ancient origins, common uses, and mathematical implications in knot theory. Some of the most important knots include the clove hitch, sheet bend, bowline, and two half-hitches.

The clove hitch is a crossing knot made up of two successive half-hitches around an object. It is commonly used as a binding knot but is not particularly secure in that role. When tied around the rope's own standing part, it is known as two half-hitches or buntline hitch. The buntline hitch is a secure knot used for attaching a rope to an object, and it is formed by passing the working end around an object, then making a clove hitch around the rope's standing part.

The sheet bend, also known as the becket bend, weaver's knot, and weaver's hitch, is a bend knot used to join two ropes together. It is effective in binding lines of different diameter or rigidity securely together, although it tends to work loose when not under load.

The bowline is an ancient and simple knot used to form a fixed loop at the end of a rope. It is easy to tie and untie, and it is often referred to as the ""King of the knots"" due to its importance. The bowline is one of the four basic maritime knots, along with the figure-eight knot, reef knot, and clove hitch.

The two half-hitches is a binding knot or hitch knot consisting of an overhand knot tied around a post, followed by a half-hitch. It is a simple and effective knot for securing a rope to a post or other object.

In summary, knots are essential for fastening and securing linear materials, and they have a rich history and diverse applications. Some of the most important knots include the clove hitch, sheet bend, bowline, and two half-hitches. These knots have been studied for their ancient origins, common uses, and"
15,What is the date of the inception of the list of chief ministers of Andhra Pradesh?,1 november 1956,"['1', '1 november 1956', '10', '14', '15', '1872', '1881', '1948', '1949', '1956', '2', '29', '386', '5']"," The historical mystery genre combines elements of historical fiction and mystery fiction, set in a historical period and featuring a crime or mystery to be solved. This genre gained popularity in the late 20th century, with Ellis Peters's ""Cadfael Chronicles"" being a significant contributor. The genre has since flourished, with numerous authors contributing to its growth.

The guqin, a traditional Chinese musical instrument, has been played since ancient times and is associated with scholars and the philosopher Confucius. It is often referred to as the ""father of Chinese music"" or the ""instrument of the sages.""

The Han dynasty, founded by Liu Bang, was a significant period in Chinese history, spanning over four centuries and considered a golden age. The dynasty was interrupted by the Xin dynasty but eventually succeeded by the Three Kingdoms period.

Mystery fiction typically involves a mysterious death or crime that needs solving. The central character is often a detective who uses logical deduction to solve the mystery. The genre can be contrasted with hardboiled detective stories, which focus on gritty realism.

Robert Hans van Gulik was an orientalist, diplomat, musician, and writer, best known for the Judge Dee historical mysteries. The Judge Dee stories are based on the real historical figure of Di Renjie, a magistrate and statesman of the Tang court. Van Gulik translated the original Chinese novel ""Di Gong An"" and used its style and characters to write his own stories.

Tokyo, the capital of Japan, is a major metropolitan area and the seat of the Emperor of Japan. It was formerly known as Edo and became the de facto seat of government in 1603. Tokyo Metropolis was formed in 1943 from the merger of Tokyo and the former Yamanashi Prefecture.

Xi'an, formerly known as Sian or Chang'an, is the capital of Shaanxi Province, China. It is a sub-provincial city and one of the oldest cities in China. Xi'an was the starting point of the Silk Road and home to the Terracotta Army of Emperor Qin Shi Huang.

The Chinese Lake Murders"
16,What is the medical specialty that deals with substance abuse?,psychiatry,"['emergency medicine', 'infectious disease', 'pathology', 'psychiatry', 'surgery']"," Anne Perry is an English author best known for her historical detective fiction series featuring Thomas Pitt and William Monk. Born Juliet Marion Hulme on October 28, 1938, Perry was convicted of murder at the age of fifteen. After serving her five-year sentence, she changed her name and began writing.

Thomas Pitt, the protagonist of Perry's series, is a police inspector from a working-class background in Victorian London. His father was a gamekeeper on a landed estate, and Pitt was educated alongside the son of the house. Pitt's father was wrongly accused of poaching game and transported to Australia, prompting Pitt to enter the police force.

At the beginning of the series, Pitt is a police inspector, but he is later promoted to superintendent. However, he is removed from his job after investigating the ""wrong people,"" i.e., those with sufficient influence and power. He joins the Special Branch, where he becomes an inspector and later a commander as Head of Special Branch.

Pitt's wife, Charlotte Ellison, is from an upper-class family. Her sister, Emily, is married to a viscount and a rising politician. Charlotte frequently uses Emily's connections to assist Pitt in his investigations. She relies on her maid, Gracie, to take care of her children, Jemima and Daniel, when Pitt is investigating a mystery.

Vespasia Cumming-Gould, the elderly aunt of Emily's first husband, becomes a friend to both Emily and Charlotte, easing their way into society. The first novel in the series, The Cater Street Hangman, was adapted for TV in 1998.

Inspector William Monk is another fictional character created by Anne Perry. He is the hero of a series of books, and like Pitt, he is a detective who investigates crimes, often murder. <|end|>"
17,In which administrative territorial entity is Tour Ariane located?,puteaux,"['anatolia', 'atlantic ocean', 'austria', 'auvergne', 'basin', 'belgium', 'best', 'bordeaux', 'brittany', 'canton', 'center', 'central', 'centre', 'cologne', 'courbevoie', 'district', 'earth', 'east', 'england', 'estonia', 'europe', 'european union', 'finland', 'france', 'french guiana', 'french riviera', 'greece', 'liechtenstein', 'lille', 'lyon', 'malta', 'most', 'nanterre', 'nice', 'north', 'northern', 'of', 'paris', 'portugal', 'provence', 'puteaux', 'rhine', 'rhône', 'rise', 'river', 'scandinavia', 'seine', 'slovakia', 'south', 'suriname', 'toulouse']"," Saskatchewan, a prairie and boreal province in west-central Canada, is the only province without natural borders. It has an area of nearly 650,000 square kilometers, with fresh water making up nearly 10 percent of its total area. Canada, the second-largest country in the world by total area, extends from the Atlantic to the Pacific and northward into the Arctic Ocean. Its border with the United States is the world's longest land border. Canada's climate varies from cold in the majority of its land territory to warm in southerly areas. The majority of Canada's land territory is dominated by forest and tundra, with the Rocky Mountains also present.

Manitoba, a province in Canada, has a legislative building in central Winnipeg, which serves as the meeting place for the Legislative Assembly. The Manitoba Legislative Building was completed in 1920 and stands at 77 meters tall. The building features a gold-covered bronze statue called the Golden Boy at the top of the cupola.

Alberta, a western province of Canada, was established as a province on September 1, 1905. It is the most populous of Canada's three prairie provinces and the second-largest province in total area. Alberta's premier is Rachel Notley.

Ontario, located in east-central Canada, is Canada's most populous province and the second-largest province in total area. It is home to the nation's capital city, Ottawa, and the nation's most populous city, Toronto.

Nunavut, the newest, largest, northernmost, and least populous territory of Canada, was separated from the Northwest Territories on April 1, 1999. The creation of Nunavut resulted in the first major change to Canada's political map since the incorporation of the province of Newfoundland and Labrador in 1949.

The Northwest Territories, also known as NWT, is a territory of Canada with a land area of approximately 1,073,421 square kilometers and a population of 41,462 as of 2011. Its estimated"
18,What is the given name of Jim Grandholm?,jim,"['america', 'are', 'ba', 'berlin', 'can', 'french', 'i .', 'james', 'jerry', 'jim', 'non', 'per']"," The Polynesian Triangle is a region in the Pacific Ocean that includes the islands of Hawaii, Easter Island (Rapa Nui), and New Zealand (Aotearoa). The Rapa Nui people, native Polynesians, inhabit Easter Island and make up a significant portion of the island's population. The Andes Mountains, the longest continental mountain range in the world, stretch through seven South American countries, including Chile, which borders Easter Island. Chile is a long, narrow country that extends from the Andes to the Pacific Ocean. It also claims a portion of Antarctica, although all claims are suspended under the Antarctic Treaty. The Pacific Ocean, the largest of the Earth's oceanic divisions, is bounded by Asia, Australia, and the Americas. South America, a continent located in the western hemisphere, is home to countries like Peru, Bolivia, and Chile. New Zealand, an island nation in the southwestern Pacific Ocean, comprises two main landmasses and numerous smaller islands. Argentina, a federal republic in the southern half of South America, shares the bulk of the Southern Cone with Chile. Polynesia, a subregion of Oceania, is made up of over 1,000 islands scattered over the central and southern Pacific Ocean. The indigenous Polynesians, who share many traits including language family, culture, and beliefs, were experienced sailors who used stars to navigate during the night. Easter Island, a Chilean island in the southeastern Pacific Ocean, is famous for its monumental statues, called moai, created by the early Rapa Nui people. The island was settled by Polynesians sometime between 700 to 1100 CE, and a thriving culture was created. However, human activity, the introduction of the Polynesian rat, and overpopulation led to deforestation and extinction of natural resources, which weakened the Rapa Nui civilization. By the time of European arrival in 1722, the island's population had dropped significantly. Easter Island is one of the most remote inhabited islands in the world, with the nearest inhabited land being Pitcairn Island, 2,075 kilometers away. The island is a special territory of Chile and belongs"
19,What was the country of citizenship of Giuseppe Sommaruga?,italy,"['academic', 'italy', 'milan']"," Mohammad Bashir was a celebrated Pakistani wrestler who won a bronze medal in freestyle wrestling at the 1960 Summer Olympics in Rome. He is the only Pakistani wrestler to have won an Olympic medal. Bashir also won three gold medals in the Commonwealth Games and four medals in the Asian Games, including a gold in 1966, two silvers in 1962, and a bronze in 1958. He competed in the lightweight class at the 1964 Summer Olympics but only reached the third round. He received the Tamgha-i-Imtiaz medal in 1962 and the Pride of Performance Award in 1968. Vatican City, the smallest state in the world by area and population, is a walled enclave within Rome, Italy, and holds sovereignty. Italy, a parliamentary republic in Europe, shares borders with several countries and has a diverse climate. The Gulf of Oman connects the Arabian Sea to the Persian Gulf, while the Gulf of Aden connects the Red Sea to the Arabian Sea. The European Union is a political and economic union of 27 member states. Islam is the world's second-largest religion, and an Islamic republic is a state ruled by Islamic law. The 1960 Summer Olympics were held in Rome, marking the fourth modern Olympic Games. The Wakhan Corridor is a narrow strip of territory in northeastern Afghanistan, while Latium is the region where Rome, Italy's capital, was founded. The Tiber River flows through Rome, and China is a major regional power in Asia. <|end|>"
20,What is the series 'Kurma' associated with?,dashavatara,"['dashavatara', 'descent', 'earth', 'humans', 'islam', 'life', 'populous', 'sacred', 'supernatural', 'taken', 'the state']"," The Dirty Dozen is a 1967 war film directed by Robert Aldrich and starring Lee Marvin. The film is based on E. M. Nathanson's novel, which was inspired by the real-life group called the ""Filthy Thirteen"". The film features an ensemble cast including Ernest Borgnine, Charles Bronson, Jim Brown, John Cassavetes, Telly Savalas, Robert Webber, and Donald Sutherland. The film is set in Louisiana, a state located in the southern region of the United States, and is known for its unique political subdivisions called parishes.

Roman Holiday is a 1953 romantic comedy film directed and produced by William Wyler. It stars Gregory Peck as a reporter and Audrey Hepburn as a royal princess out to see Rome on her own. Hepburn won an Academy Award for Best Actress for her performance. Eileen Brennan, known for her role as Doreen Lewis in ""Private Benjamin"", was nominated for an Oscar for Best Supporting Actress.

Roman Polanski, a French-Polish filmmaker, is known for his films in France, the United Kingdom, and the United States. He was born in Paris to Polish parents and survived the Holocaust. Catherine Deneuve, a French actress, is known for her portrayal of aloof, mysterious beauties in films by directors such as Luis Buñuel, Francois Truffaut, and Roman Polanski.

The César Award is the national film award of France, delivered in a ceremony held in Paris each year in February. It is an initiative from the Académie des Arts et Techniques du Cinéma. Catherine Deneuve has won the César Award for Best Actress for her performances in Truffaut's ""The Last Metro"" and Wargnier's ""Indochine"".

Boogie Nights is a 1997 American drama film directed by Paul Thomas Anderson. It follows the rise and fall of a young nightclub dishwasher who becomes a popular star of pornographic films during the Golden Age of Porn. The film stars Mark Wahlberg, Julianne Moore, Burt Reynolds, Don Cheadle, John C. Reilly, William"
21,What is the cause of death from laughter according to the given options?,person,"['accident', 'afghanistan', 'ancient', 'author', 'battle', 'capital', 'century', 'chemical element', 'city', 'country', 'disease', 'district', 'drug', 'fish', 'hospital', 'human', 'invasion', 'king', 'language', 'mammal', 'object', 'organism', 'organization', 'people', 'person', 'plant', 'poet', 'population', 'primates', 'sculpture', 'species', 'speech', 'square', 'state', 'system', 'television network', 'term', 'village', 'word', 'work', 'year']"," A wiki is a collaborative website that allows users to create and edit content directly from a web browser using a simplified markup language called ""wiki markup."" Wikis are run using wiki software, also known as wiki engines, which can be open source or proprietary. Different wiki engines may have varying levels of access control, allowing users to change, add, or remove content.

PHP is a server-side scripting language used for web development and other purposes. It was created by Rasmus Lerdorf in 1994 and is now produced by The PHP Development Team. PHP stands for ""Personal Home Page"" and later became an acronym for ""PHP: Hypertext Preprocessor.""

The MIT License is a permissive free software license that originated at the Massachusetts Institute of Technology (MIT). It allows reuse of software with minimal restrictions, as long as the original license and copyright notice are included in all copies. The MIT License is compatible with many other licenses, including the GNU General Public License (GPL).

Haml is a templating system that helps create clean and easy-to-read HTML code. It allows developers to embed dynamic content within HTML using code that is executed during runtime. Haml files have a.haml extension and can be used in command line, as a separate Ruby module, or within a Ruby on Rails application.

Ruby on Rails, or simply Rails, is a server-side web application framework written in Ruby. It follows the model-view-controller (MVC) pattern and encourages the use of web standards such as JSON or XML for data transfer and HTML, CSS, and JavaScript for display and user interfacing. Rails emphasizes software engineering patterns such as convention over configuration (CoC), don't repeat yourself (DRY), and the active record pattern.

Web development involves creating websites for the World Wide Web or intranet. It can range from developing simple static pages to complex internet applications, electronic businesses, and social network services. Web development includes tasks such as web engineering, web design, web content development, client liaison, client-side/server-side scripting, web server and network security configuration, and e-commerce development.

A web application is a client-server software application that runs in a web browser. Common web applications include webmail,"
